"ID пункта";Оператор;Регион;Город;Кладр-код;Адрес;"Станция метро";"Как найти";"Режим работы";"Макс. вес заказа";Широта;Долгота;Телефон;E-mail;"Срок доставки";"Пункт принимает заказы";"Доступна оплата картой";"Только предоплаченные заказы"
KD-SPB-Ribatskiypr;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Рыбацкий проспект, д.18к2";"Рыбацкий проспект";"<p><span>Остановка:&nbsp;<span>Дмитрия Устинова.&nbsp;</span>ЖК ""РЕЧНОЙ"" Центральный вход , первый корпус слевой стороны.</span></p>";"пн-вс 10-21";50;59.84151800;30.50251164;8-911-299-95-70;spb.kapitan@yandex.ru;1-3;1;1;0
Ribackoe-K24k1-guk;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Караваевская ул., д.28, к.1";Рыбацкое;"<p><span style=""font-size: medium;"">Пункт с ограниченным функционалом (работает строго на выдачу заказов, приемка и последующее перемещение заказов в другие ПВЗ не осуществляется).</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>";"пн-вс 10-21";20;59.83211400;30.51004800;"8 (921) 400-36-92";info@glavpunkt.ru;1-2;1;1;0
MU-SPB-Sverdlovskaya;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Свердловская набережная д.58, лит.А";Свердловская;;"пн-вс 9-21";50;59.95618300;30.40676000;89043394749;Mitinaulia77@gmail.com;1-3;1;1;0
Svetlanovskiy-S40;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Светлановский пр., д.40, корп.1";"Светлановский пр.";"<p>Светлановский пр., д.40, корп.1, ТК ""Сампо"". Вход со Светлановского проспекта, левый угол здания. 2 Этаж, секция Б-14.</p>
<p>Ближайшая станция метро - Политехническая (13 троллейбус, 69 автобус, маршрутки 240, 271, 252)&nbsp;</p>";"пн-сб 11-20, вс - вых.";20;60.02319100;30.37654900;"8 (962) 726-78-21";svetlanovskiy@glavpunkt.ru;1-2;1;1;0
RIC-SPB-Sevastyanova;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул. Севастьянова 12 лит.А";Севастьянова;"<p>&nbsp;</p>
<div>Остановка Благодатная ул. Вход в пункт выдачи со стороны сквера вверх по лестнице (с торца дома №12). Сквер находится напротив пожарной части №38.</div>";"пн-вс 9-21";50;59.87433588;30.32800192;8-905-280-77-78;richesse.glavpunkt@mail.ru;1-3;1;1;0
SZ-SPB-Sennaya;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Московский пр., д.3, 2 этаж, ТЦ Адмиралтейский";Сенная;;"пн-вс 11-20";20;59.92532200;30.31715300;"8 (812) 407-28-86";sennaya@glavpunkt.ru;1-2;1;1;0
CV-SPB-Sikeirosa;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул. Сикейроса, д.1";Сикейроса;"<p><span>угол пр. Энгельса и ул. Сикейроса, вход с торца дома с ул. Сикейроса</span></p>";"пн-вс 9-21";50;60.03397358;30.32279675;8-981-958-92-93;sikeirosa1@yandex.ru;1-3;1;1;0
SZ-SPB-Sklad;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Фаянсовая улица, д.24 лит АБ";"Склад СПб";"<p>Адрес: Фаянсовая улица дом 24, лит АБ. Заезд с Фаянсовой улицы, под шлагбаум. <br />Охране обязательно сообщить, что Вам нужен склад Компании ООО ""САМЗАБЕРУ""<br />Из-под шлагбама проезжаем прямо до конца, по левую руку будет серое кирпичное помещение. На углу здания СЛЕВА двое больших синих ворот.&nbsp;<br />Вы на месте!</p>";"пн-пт 10-19";20;59.90769900;30.38847000;"8 (812) 407-32-87";sklad@glavpunkt.ru;1-2;1;1;0
BYA-SPB-Smolny;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Смольный д. 17";"Смольный проспект";"<p><span>Смольный проспект 17. Угол тульской и Бонч- бруевича. Ближайшие метро Чернышевская и Площадь Восстания. До Чернышевской идёт автобус 46. маршрутка 163. До Восстания идут тралейбус 5 и 11. Автобус 7 и 181. Маршрутка 28. Остановка УФМС единый центр документов. Все что идёт до УФМС подходит.</span>&nbsp;<strong>Рядом цех 85, как ориентир.</strong></p>";"пн-вс 9:00-21";50;59.94329083;30.39302313;+7-931-396-06-77;victoriasmolnya@yandex.ru;1-3;1;1;0
BYA-SPB-Korzuna;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул.Солдата Корзуна д.1 к.2";"Солдата Корзуна";"<p><span>м.Ветеранов. Остановка ул. Солдата Корзуна. Вход в ТЦ ФИТНЕС 24. Общественный транспорт: маршрутки(184, 130,20) Автобус(130, 68)</span></p>";"пн-вс 9-21";50;59.83388338;30.21619756;8-921-936-13-32;Ozonkorzuna@yandex.ru;1-3;1;1;0
BYA-SPB-Suvorovskiy;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Суворовский пр. д.40";"Суворовский проспект";"<p><span>м.Восстания. автобус 5,54 до остановки пер. Заячий. пешком 300м. Ориентир магазин цветов CVETCLUB</span></p>";"пн-вс 9-21";50;59.94148594;30.37997063;8-921-905-36-14;syvorovskii@yandex.ru;1-3;1;1;0
Tehnologicheskiy-Izm-12-guk;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Измайловский пр., д.12";"Технологический институт";"<p><span style=""font-size: medium;"">Пункт с ограниченным функционалом (работает строго на выдачу заказов, приемка и последующее перемещение заказов в другие ПВЗ не осуществляется)</span></p>
<p><span style=""font-size: medium;""><span>ТК ТЕРМИН, 2 этаж</span><br /></span></p>
<p><span style=""font-size: medium;"">&nbsp;</span></p>";"пн-вс 10-21";20;59.91262900;30.30821300;"8 (921) 644-98-80";info@glavpunkt.ru;1-2;0;1;0
ID132-SPB-Tipanova3;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул.Типанова д.3";Типанова3;"<p>Пройдите 50 метров вдоль дома от ул.Типанова в сторону Авиационной ул. по Демонстрационному проезду.</p>
<p>Пункт выдачи расположен в жилом доме на первом этаже.</p>";"пн-вс 09-21";50;59.85369000;30.32533600;+79062489525;tochka.tipanova3@yandex.ru;1-3;1;1;0
Krylenko-K2a;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул. Крыленко, д. 2А, оф. 13";"ул. Крыленко";"<p>Стеклянное двухэтажное здание. Вход в здание через левую дверь. Поднимаемся на 2-й этаж и поворачиваем направо. ПВЗ находится в офисе № 13.</p>
<div id=""_mcePaste"" class=""mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">
<table class=""MsoTableGrid"" style=""width: 531.6pt; margin-left: 5.4pt; border-collapse: collapse; border: none; mso-border-alt: solid windowtext .5pt; mso-yfti-tbllook: 1184; mso-padding-alt: 0cm 5.4pt 0cm 5.4pt;"" border=""1"" cellspacing=""0"" cellpadding=""0"" width=""709"">
<tbody>
<tr style=""mso-yfti-irow: 0; mso-yfti-firstrow: yes; mso-yfti-lastrow: yes;"">
<td style=""width: 370.25pt; border: solid windowtext 1.0pt; mso-border-alt: solid windowtext .5pt; padding: 0cm 5.4pt 0cm 5.4pt;"" width=""494"" valign=""top"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; line-height: 200%;""><span style=""font-family: &quot;Times New Roman&quot;,serif;"">Стеклянное 2х этажное   здание. Вход в здание через левую дверь. Поднимаемся на 2й этаж и   поворачиваем на право. До офиса 13</span></p>
</td>
</tr>
</tbody>
</table>
<div id=""_mcePaste"" class=""mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">Краткое описание, как добраться до ПВЗ</div>
<div id=""_mcePaste"" class=""mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;""><span style=""white-space: pre;""> </span>Стеклянное 2х этажное здание. Вход в здание через левую дверь. Поднимаемся на 2й этаж и поворачиваем на право. До офиса 13</div>
</div>";"пн-вс 10-21";20;59.89385000;30.45181000;"8 (950) 663-47-92";tochka.krylenko@yandex.ru;1-2;1;1;0
Slavy-A37k1;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул. Купчинская, д. 4, корп. 4";"ул. Купчинская";"<p>Остановка: ул. Пловдивская или Малая Каштановая аллея. Примерное расстояние от остановки до Отделения - 300 метров. ПВЗ находится в магазине Шмелёк.ру на 1-м этаже жилого кирпичного дома. Вход со стороны Малой Каштановой аллеи, слева от входа в подъезд.&nbsp;Ориентир - вывеска ""Шмелёк.ру"".</p>";"пн-пт 10-20, сб-вс 11-17.";20;59.84405000;30.38697900;"+7 (931) 261-13-15";shmelyok.ru@gmail.com;1-2;1;1;0
S-SPB-Moiseenko25;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул.Моисеенко, д.23";"ул. Моисеенко";;"пн-пт 10-20, сб 10-18, вс вых.";50;59.93744500;30.38350200;"8 (981) 896-39-30";moiseenko@glavpunkt.ru;1-3;1;1;0
Lomonosovskaya-N4a;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул. Народная, д.4";"ул. Народная";"<p>Пункт расположен в&nbsp;МФДЦ ""Невский"" на 1 этаже.</p>";"пн-вс 10-21";20;59.88086100;30.45850300;"8 (953) 163-35-99";bb-spb-info@yandex.ru;1-2;1;1;0
Germana-PG22;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"пр. Народного Ополчения д. 211";"ул. Партизана Германа";;"пн-вс 09-21";20;59.82471000;30.17896500;"8 (996) 777-41-47";9500214347@mail.ru;1-2;0;1;0
AB-SPB-Chernishevskaya;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул. Фурштатская, д.25";Чернышевская;;"пн-пт 11-20, сб-вс вых.";20;59.94498600;30.35728000;"8 (812) 385-59-42";chernishevskaia@gmail.com;1-2;1;1;0
SN-SPB-Shostskovich;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"Шостаковича, д.5, к1";Шостаковича;"<p><span>Как добраться:&nbsp;</span><span>Остановка: &laquo;Шостаковича&raquo;, &laquo;Проспект Просвещения&raquo;, Напротив ТРК Гранд Каньон, вход с торговой пешеходной улицы, 1 этаж</span></p>";"пн-вс 10-21";50;60.05773673;30.33336759;"+7 (921) 554-13-88";pvz-sokkng@yandex.ru;1-3;1;1;0
Elektrosila-R12k2;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"ул. Решетникова, д.12, к.2";Электросила;"<p>Пункт выдачи находится во дворе Московского рынка, на парковке.</p>
<p>Проезд: м. Электросила.</p>
<p>Выйдя из метро, перейти по наземному пешеходному переходу Московский проспект и проследовать 200 метров по ул. Решетникова.</p>
<p>Проезд до остановки ""Московский рынок"":<br />- автобусы: № 12, 29, 95, 159;</p>
<p>- троллейбус: № 15, 36, 39;</p>
<p>- маршрутные такси: № 12, 25, 135, 250.</p>";"пн-пт 10-20, сб 10-18 вс 12-18";20;59.87960600;30.32421300;"8 (812) 971-00-03";info@saleinspb.ru;1-2;1;1;0
Energetikov-E64;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"пр. Энергетиков, д.70Б";"Энергетиков пр.";"<p><span style=""font-size: medium;"">Пункт с ограниченным функционалом (работает строго на выдачу заказов, приемка и последующее перемещение заказов в другие ПВЗ не осуществляется)</span></p>
<p>&nbsp;</p>
<p><span style=""font-size: medium;""><br /></span></p>";"пн-вс 10-21";20;59.97130300;30.43382600;"8  (931) 531-57-28";info@glavpunkt.ru;1-2;0;1;0
BYA-SPB-Entuziastov;gp;Санкт-Петербург;Санкт-Петербург;7800000000000;"пр.Энтузиастов д.20, к.1";Энтузиастов;"<p>метро Ладожская. Автобус 27,77,92 остановка: Поликлиника №103. Жилой дом , напротив парка, Ориентир: Ароматный мир, Уралсиб.</p>";"пн-вс 9-21";50;59.94625906;30.46820471;8-911-798-26-68;entuziastov20@yandex.ru;1-3;1;1;0
